Log file open, 02/04/23 09:48:42
[2023.02.04-09.34.01:928][306]AssetCheck: New page: Asset Save: SportsCar_WheelsFront
[2023.02.04-09.34.01:929][306]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsFront.SportsCar_WheelsFront
[2023.02.04-09.34.08:853][130]BlueprintLog: New page: Compile SportsCar_WheelsRear
[2023.02.04-09.34.08:906][130]LogUObjectHash: Compacting FUObjectHashTables data took   1.27ms
[2023.02.04-09.34.09:534][201]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.04-09.34.09:600][201]LogSavePackage: Moving output files for package: /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear
[2023.02.04-09.34.09:600][201]LogSavePackage: Moving '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Saved/SportsCar_WheelsRear5E26FE2845957B5FBE729084249229FD.tmp' to '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Content/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.uasset'
[2023.02.04-09.34.09:607][201]LogFileHelpers: InternalPromptForCheckoutAndSave took 72 ms (total: 5.08 sec)
[2023.02.04-09.34.09:613][201]AssetCheck: New page: Asset Save: SportsCar_WheelsRear
[2023.02.04-09.34.09:613][201]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.SportsCar_WheelsRear
[2023.02.04-09.34.56:301][372]BlueprintLog: New page: Compile SportsCar_WheelsRear
[2023.02.04-09.34.56:353][372]LogUObjectHash: Compacting FUObjectHashTables data took   1.26ms
[2023.02.04-09.34.56:678][406]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.04-09.34.56:741][406]LogSavePackage: Moving output files for package: /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear
[2023.02.04-09.34.56:741][406]LogSavePackage: Moving '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Saved/SportsCar_WheelsRearA4CE619A409C0053A53E2290F178CBCE.tmp' to '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Content/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.uasset'
[2023.02.04-09.34.56:748][406]LogFileHelpers: InternalPromptForCheckoutAndSave took 69 ms (total: 5.15 sec)
[2023.02.04-09.34.56:754][406]AssetCheck: New page: Asset Save: SportsCar_WheelsRear
[2023.02.04-09.34.56:754][406]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.SportsCar_WheelsRear
[2023.02.04-09.35.01:437][931]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.04-09.35.01:442][931]LogContentBundle: [Container: VehicleExampleMap] Generating Streaming for 0 Content Bundles.
[2023.02.04-09.35.01:452][931]LogWorldPartition: Display: GenerateStreaming started...
[2023.02.04-09.35.01:452][931]LogWorldPartition: Display: GetPartitionedActors started...
[2023.02.04-09.35.01:452][931]LogWorldPartition: Display: GetPartitionedActors took 4 us (total: 1 ms)
[2023.02.04-09.35.01:452][931]LogWorldPartition: Display: GenerateStreaming took 196 us (total: 12 ms)
[2023.02.04-09.35.01:452][931]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.04-09.35.01:452][931]PIE: New page: PIE session: VehicleExampleMap (4 févr. 2023 à 11:35:01)
[2023.02.04-09.35.01:452][931]LogPlayLevel: Creating play world package: /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.35.01:637][931]LogPlayLevel: PIE: StaticDuplicateObject took: (0.184477s)
[2023.02.04-09.35.01:637][931]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/VehicleTemplate/Maps/VehicleExampleMap.VehicleExampleMap to /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap (0.184527s)
[2023.02.04-09.35.01:637][931]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.04-09.35.01:637][931]LogAIModule: Creating AISystem for world VehicleExampleMap
[2023.02.04-09.35.01:638][931]LogWorldPartition: ULevel::OnLevelLoaded(VehicleExampleMap)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.02.04-09.35.01:638][931]LogWorldPartition: Display: WorldPartition initialize started...
[2023.02.04-09.35.01:638][931]LogWorldPartition: UWorldPartition::Initialize(Asset=VehicleExampleMap, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.02.04-09.35.01:651][931]LogContentBundle: [Container: VehicleExampleMap] Creating new contrainer.
[2023.02.04-09.35.01:651][931]LogWorldPartition: Display: WorldPartition initialize took 13 ms (total: 1.05 sec)
[2023.02.04-09.35.01:651][931]LogPlayLevel: PIE: World Init took: (0.014620s)
[2023.02.04-09.35.01:696][931]LogUObjectHash: Compacting FUObjectHashTables data took   1.31ms
[2023.02.04-09.35.01:697][931]LogAudio: Display: Creating Audio Device:                 Id: 49, Scope: Unique, Realtime: True
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.04-09.35.01:697][931]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.04-09.35.01:697][931]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.04-09.35.01:698][931]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.04-09.35.01:698][931]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.04-09.35.01:698][931]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.04-09.35.01:700][931]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.04-09.35.01:742][931]LogAudioMixer: Display: Using Audio Hardware Device Haut-parleurs (Realtek(R) Audio)
[2023.02.04-09.35.01:743][931]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.04-09.35.01:743][931]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.04-09.35.01:743][931]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.04-09.35.01:743][931]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=49
[2023.02.04-09.35.01:743][931]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=49
[2023.02.04-09.35.01:745][931]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=49
[2023.02.04-09.35.01:745][931]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=49
[2023.02.04-09.35.01:745][931]LogInit: FAudioDevice initialized.
[2023.02.04-09.35.01:745][931]LogAudio: Display: Audio Device (ID: 49) registered with world 'VehicleExampleMap'.
[2023.02.04-09.35.01:748][931]LogLoad: Game class is 'VehicleAdvGameMode_C'
[2023.02.04-09.35.01:753][931]LogWorld: Bringing World /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap up for play (max tick rate 0) at 2023.02.04-10.35.01
[2023.02.04-09.35.01:753][931]LogWorld: Bringing up level for play took: 0.004521
[2023.02.04-09.35.01:755][931]LogOnline: OSS: Created online subsystem instance for: :Context_56
[2023.02.04-09.35.01:755][931]LogSpawn: Warning: SpawnActor failed because no class was specified
[2023.02.04-09.35.01:756][931]LogWorldPartition: New Streaming Source: VehiclePlayerController_C_0 -> Position: X=-3490.000 Y=-9330.000 Z=55.935
[2023.02.04-09.35.01:757][931]Cmd: r.motionblur.amount 0
[2023.02.04-09.35.01:757][931]r.MotionBlur.Amount = "0"
[2023.02.04-09.35.01:757][931]PIE: Server logged in
[2023.02.04-09.35.01:758][931]PIE: Play in editor total start time 0,316 seconds.
[2023.02.04-09.35.09:129][750]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.35.09:129][750]LogWorld: BeginTearingDown for /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.35.09:129][750]LogWorld: UWorld::CleanupWorld for VehicleExampleMap, bSessionEnded=true, bCleanupResources=true
[2023.02.04-09.35.09:130][750]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.35.09:130][750]LogContentBundle: [Container: VehicleExampleMap] Deleting container.
[2023.02.04-09.35.09:134][750]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.02.04-09.35.09:139][750]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.35.09:184][750]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.04-09.35.09:184][750]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=49
[2023.02.04-09.35.09:186][750]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=49
[2023.02.04-09.35.09:191][750]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.35.09:195][750]LogUObjectHash: Compacting FUObjectHashTables data took   1.39ms
[2023.02.04-09.35.09:238][751]LogPlayLevel: Display: Destroying online subsystem :Context_56
[2023.02.04-09.35.18:375][814]BlueprintLog: New page: Compile SportsCar_WheelsRear
[2023.02.04-09.35.18:427][814]LogUObjectHash: Compacting FUObjectHashTables data took   1.29ms
[2023.02.04-09.35.18:794][853]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.04-09.35.18:851][853]LogSavePackage: Moving output files for package: /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear
[2023.02.04-09.35.18:852][853]LogSavePackage: Moving '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Saved/SportsCar_WheelsRearCE3F8AD34475C3F8AA0CFCA535063AAB.tmp' to '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Content/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.uasset'
[2023.02.04-09.35.18:858][853]LogFileHelpers: InternalPromptForCheckoutAndSave took 64 ms (total: 5.21 sec)
[2023.02.04-09.35.18:865][853]AssetCheck: New page: Asset Save: SportsCar_WheelsRear
[2023.02.04-09.35.18:865][853]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.SportsCar_WheelsRear
[2023.02.04-09.35.19:885][942]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.04-09.35.19:890][942]LogContentBundle: [Container: VehicleExampleMap] Generating Streaming for 0 Content Bundles.
[2023.02.04-09.35.19:891][942]LogWorldPartition: Display: GenerateStreaming started...
[2023.02.04-09.35.19:891][942]LogWorldPartition: Display: GetPartitionedActors started...
[2023.02.04-09.35.19:891][942]LogWorldPartition: Display: GetPartitionedActors took 5 us (total: 1 ms)
[2023.02.04-09.35.19:891][942]LogWorldPartition: Display: GenerateStreaming took 186 us (total: 12 ms)
[2023.02.04-09.35.19:891][942]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.04-09.35.19:891][942]PIE: New page: PIE session: VehicleExampleMap (4 févr. 2023 à 11:35:19)
[2023.02.04-09.35.19:918][942]LogPlayLevel: Creating play world package: /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.35.20:107][942]LogPlayLevel: PIE: StaticDuplicateObject took: (0.188756s)
[2023.02.04-09.35.20:107][942]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/VehicleTemplate/Maps/VehicleExampleMap.VehicleExampleMap to /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap (0.188810s)
[2023.02.04-09.35.20:107][942]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.04-09.35.20:107][942]LogAIModule: Creating AISystem for world VehicleExampleMap
[2023.02.04-09.35.20:108][942]LogWorldPartition: ULevel::OnLevelLoaded(VehicleExampleMap)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.02.04-09.35.20:108][942]LogWorldPartition: Display: WorldPartition initialize started...
[2023.02.04-09.35.20:108][942]LogWorldPartition: UWorldPartition::Initialize(Asset=VehicleExampleMap, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.02.04-09.35.20:122][942]LogContentBundle: [Container: VehicleExampleMap] Creating new contrainer.
[2023.02.04-09.35.20:122][942]LogWorldPartition: Display: WorldPartition initialize took 14 ms (total: 1.07 sec)
[2023.02.04-09.35.20:122][942]LogPlayLevel: PIE: World Init took: (0.015260s)
[2023.02.04-09.35.20:168][942]LogUObjectHash: Compacting FUObjectHashTables data took   1.45ms
[2023.02.04-09.35.20:169][942]LogAudio: Display: Creating Audio Device:                 Id: 50, Scope: Unique, Realtime: True
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.04-09.35.20:169][942]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.04-09.35.20:169][942]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.04-09.35.20:169][942]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.04-09.35.20:169][942]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.04-09.35.20:169][942]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.04-09.35.20:172][942]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.04-09.35.20:213][942]LogAudioMixer: Display: Using Audio Hardware Device Haut-parleurs (Realtek(R) Audio)
[2023.02.04-09.35.20:213][942]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.04-09.35.20:213][942]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.04-09.35.20:213][942]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.04-09.35.20:214][942]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=50
[2023.02.04-09.35.20:214][942]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=50
[2023.02.04-09.35.20:216][942]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=50
[2023.02.04-09.35.20:216][942]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=50
[2023.02.04-09.35.20:216][942]LogInit: FAudioDevice initialized.
[2023.02.04-09.35.20:216][942]LogAudio: Display: Audio Device (ID: 50) registered with world 'VehicleExampleMap'.
[2023.02.04-09.35.20:218][942]LogLoad: Game class is 'VehicleAdvGameMode_C'
[2023.02.04-09.35.20:223][942]LogWorld: Bringing World /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap up for play (max tick rate 0) at 2023.02.04-10.35.20
[2023.02.04-09.35.20:223][942]LogWorld: Bringing up level for play took: 0.004639
[2023.02.04-09.35.20:225][942]LogOnline: OSS: Created online subsystem instance for: :Context_57
[2023.02.04-09.35.20:225][942]LogSpawn: Warning: SpawnActor failed because no class was specified
[2023.02.04-09.35.20:227][942]LogWorldPartition: New Streaming Source: VehiclePlayerController_C_0 -> Position: X=-3490.000 Y=-9330.000 Z=55.935
[2023.02.04-09.35.20:227][942]Cmd: r.motionblur.amount 0
[2023.02.04-09.35.20:227][942]r.MotionBlur.Amount = "0"
[2023.02.04-09.35.20:227][942]PIE: Server logged in
[2023.02.04-09.35.20:228][942]PIE: Play in editor total start time 0,339 seconds.
[2023.02.04-09.35.28:149][838]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.35.28:149][838]LogWorld: BeginTearingDown for /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.35.28:149][838]LogWorld: UWorld::CleanupWorld for VehicleExampleMap, bSessionEnded=true, bCleanupResources=true
[2023.02.04-09.35.28:150][838]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.35.28:150][838]LogContentBundle: [Container: VehicleExampleMap] Deleting container.
[2023.02.04-09.35.28:153][838]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.02.04-09.35.28:159][838]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.35.28:205][838]LogAudio: Display: Audio Device unregistered from world 'None'.
[2023.02.04-09.35.28:205][838]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=50
[2023.02.04-09.35.28:207][838]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=50
[2023.02.04-09.35.28:211][838]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.35.28:216][838]LogUObjectHash: Compacting FUObjectHashTables data took   1.24ms
[2023.02.04-09.35.28:260][839]LogPlayLevel: Display: Destroying online subsystem :Context_57
[2023.02.04-09.36.21:222][702]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.04-09.36.21:227][702]LogContentBundle: [Container: VehicleExampleMap] Generating Streaming for 0 Content Bundles.
[2023.02.04-09.36.21:228][702]LogWorldPartition: Display: GenerateStreaming started...
[2023.02.04-09.36.21:228][702]LogWorldPartition: Display: GetPartitionedActors started...
[2023.02.04-09.36.21:228][702]LogWorldPartition: Display: GetPartitionedActors took 5 us (total: 1 ms)
[2023.02.04-09.36.21:228][702]LogWorldPartition: Display: GenerateStreaming took 181 us (total: 12 ms)
[2023.02.04-09.36.21:228][702]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.04-09.36.21:228][702]PIE: New page: PIE session: VehicleExampleMap (4 févr. 2023 à 11:36:21)
[2023.02.04-09.36.21:228][702]LogPlayLevel: Creating play world package: /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.36.21:415][702]LogPlayLevel: PIE: StaticDuplicateObject took: (0.185913s)
[2023.02.04-09.36.21:415][702]LogPlayLevel: PIE: Created PIE world by copying editor world from /Game/VehicleTemplate/Maps/VehicleExampleMap.VehicleExampleMap to /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap (0.185942s)
[2023.02.04-09.36.21:415][702]LogChaos: FPhysicsSolverBase::AsyncDt:-1.000000
[2023.02.04-09.36.21:415][702]LogAIModule: Creating AISystem for world VehicleExampleMap
[2023.02.04-09.36.21:416][702]LogWorldPartition: ULevel::OnLevelLoaded(VehicleExampleMap)(bIsOwningWorldGameWorld=1, bIsOwningWorldPartitioned=1, bIsValidLevelInstance=0, InitializeForMainWorld=1, InitializeForEditor=0, InitializeForGame=0)
[2023.02.04-09.36.21:416][702]LogWorldPartition: Display: WorldPartition initialize started...
[2023.02.04-09.36.21:416][702]LogWorldPartition: UWorldPartition::Initialize(Asset=VehicleExampleMap, IsEditor=0, bPIEWorldTravel=0 IsGame=0, IsCooking=0)
[2023.02.04-09.36.21:429][702]LogContentBundle: [Container: VehicleExampleMap] Creating new contrainer.
[2023.02.04-09.36.21:429][702]LogWorldPartition: Display: WorldPartition initialize took 13 ms (total: 1.08 sec)
[2023.02.04-09.36.21:429][702]LogPlayLevel: PIE: World Init took: (0.014988s)
[2023.02.04-09.36.21:475][702]LogUObjectHash: Compacting FUObjectHashTables data took   1.27ms
[2023.02.04-09.36.21:476][702]LogAudio: Display: Creating Audio Device:                 Id: 51, Scope: Unique, Realtime: True
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: Audio Mixer Platform Settings:
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Sample Rate:						  48000
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Callback Buffer Frame Size Requested: 1024
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Callback Buffer Frame Size To Use:	  1024
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Number of buffers to queue:			  1
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Max Channels (voices):				  0
[2023.02.04-09.36.21:476][702]LogAudioMixer: Display: 	Number of Async Source Workers:		  4
[2023.02.04-09.36.21:476][702]LogAudio: Display: AudioDevice MaxSources: 32
[2023.02.04-09.36.21:477][702]LogAudio: Display: Audio Spatialization Plugin: None (built-in).
[2023.02.04-09.36.21:477][702]LogAudio: Display: Audio Reverb Plugin: None (built-in).
[2023.02.04-09.36.21:477][702]LogAudio: Display: Audio Occlusion Plugin: None (built-in).
[2023.02.04-09.36.21:479][702]LogAudioMixer: Display: Initializing audio mixer using platform API: 'XAudio2'
[2023.02.04-09.36.21:527][702]LogAudioMixer: Display: Using Audio Hardware Device Haut-parleurs (Realtek(R) Audio)
[2023.02.04-09.36.21:528][702]LogAudioMixer: Display: Initializing Sound Submixes...
[2023.02.04-09.36.21:528][702]LogAudioMixer: Display: Creating Master Submix 'MasterSubmixDefault'
[2023.02.04-09.36.21:528][702]LogAudioMixer: Display: Creating Master Submix 'MasterReverbSubmixDefault'
[2023.02.04-09.36.21:528][702]LogAudioMixer: FMixerPlatformXAudio2::StartAudioStream() called. InstanceID=51
[2023.02.04-09.36.21:528][702]LogAudioMixer: Display: Output buffers initialized: Frames=1024, Channels=2, Samples=2048, InstanceID=51
[2023.02.04-09.36.21:530][702]LogAudioMixer: Display: Starting AudioMixerPlatformInterface::RunInternal(), InstanceID=51
[2023.02.04-09.36.21:530][702]LogAudioMixer: Display: FMixerPlatformXAudio2::SubmitBuffer() called for the first time. InstanceID=51
[2023.02.04-09.36.21:530][702]LogInit: FAudioDevice initialized.
[2023.02.04-09.36.21:530][702]LogAudio: Display: Audio Device (ID: 51) registered with world 'VehicleExampleMap'.
[2023.02.04-09.36.21:533][702]LogLoad: Game class is 'VehicleAdvGameMode_C'
[2023.02.04-09.36.21:537][702]LogWorld: Bringing World /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap.VehicleExampleMap up for play (max tick rate 0) at 2023.02.04-10.36.21
[2023.02.04-09.36.21:538][702]LogWorld: Bringing up level for play took: 0.004595
[2023.02.04-09.36.21:539][702]LogOnline: OSS: Created online subsystem instance for: :Context_58
[2023.02.04-09.36.21:540][702]LogSpawn: Warning: SpawnActor failed because no class was specified
[2023.02.04-09.36.21:541][702]LogWorldPartition: New Streaming Source: VehiclePlayerController_C_0 -> Position: X=-3490.000 Y=-9330.000 Z=55.935
[2023.02.04-09.36.21:541][702]Cmd: r.motionblur.amount 0
[2023.02.04-09.36.21:541][702]r.MotionBlur.Amount = "0"
[2023.02.04-09.36.21:542][702]PIE: Server logged in
[2023.02.04-09.36.21:543][702]PIE: Play in editor total start time 0,315 seconds.
[2023.02.04-09.36.30:277][658]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.36.30:277][658]LogWorld: BeginTearingDown for /Game/VehicleTemplate/Maps/UEDPIE_0_VehicleExampleMap
[2023.02.04-09.36.30:277][658]LogWorld: UWorld::CleanupWorld for VehicleExampleMap, bSessionEnded=true, bCleanupResources=true
[2023.02.04-09.36.30:278][658]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.36.30:278][658]LogContentBundle: [Container: VehicleExampleMap] Deleting container.
[2023.02.04-09.36.30:281][658]LogPlayLevel: Display: Shutting down PIE online subsystems
[2023.02.04-09.36.30:287][658]LogSlate: InvalidateAllWidgets triggered.  All widgets were invalidated
[2023.02.04-09.36.30:333][658]LogSlate: Updating window title bar state: overlay mode, drag disabled, window buttons hidden, title bar hidden
[2023.02.04-09.36.30:333][658]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=51
[2023.02.04-09.36.30:335][658]LogAudioMixer: FMixerPlatformXAudio2::StopAudioStream() called. InstanceID=51
[2023.02.04-09.36.30:345][658]LogUObjectHash: Compacting FUObjectHashTables data took   1.54ms
[2023.02.04-09.36.30:391][659]LogPlayLevel: Display: Destroying online subsystem :Context_58
[2023.02.04-09.40.04:279][538]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.02.04-09.40.06:528][751]LogUdpMessaging: Warning: UDP messaging encountered an error. Auto repair routine started for reinitialization
[2023.02.04-09.50.47:865][975]LogDerivedDataCache: C:/Users/Thomas/AppData/Local/UnrealEngine/Common/DerivedDataCache: Maintenance finished in +00:00:03.104 and deleted 0 files with total size 0 MiB. Scanned 2120 files in 2111 folders with total size 64 MiB.
[2023.02.04-09.55.03:467][920]BlueprintLog: New page: Compile SportsCar_WheelsRear
[2023.02.04-09.55.03:529][920]LogUObjectHash: Compacting FUObjectHashTables data took   1.82ms
[2023.02.04-09.55.04:199][999]LogFileHelpers: InternalPromptForCheckoutAndSave started...
[2023.02.04-09.55.04:400][999]LogSavePackage: Moving output files for package: /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear
[2023.02.04-09.55.04:400][999]LogSavePackage: Moving '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Saved/SportsCar_WheelsRear6E2B04944AA77D44B69EC6B91D91732E.tmp' to '../../../../GitUnreal/PlanteAlienGameJam/PlanteAlienGameJam/Content/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.uasset'
[2023.02.04-09.55.04:406][999]LogFileHelpers: InternalPromptForCheckoutAndSave took 206 ms (total: 5.42 sec)
[2023.02.04-09.55.04:414][999]AssetCheck: New page: Asset Save: SportsCar_WheelsRear
[2023.02.04-09.55.04:414][999]LogContentValidation: Display: Validating /Script/Engine.Blueprint /Game/VehicleTemplate/Blueprints/SportsCar/SportsCar_WheelsRear.SportsCar_WheelsRear
[2023.02.04-09.55.24:819][395]LogDebuggerCommands: Repeating last play command: Selected Viewport
[2023.02.04-09.55.24:824][395]LogContentBundle: [Container: VehicleExampleMap] Generating Streaming for 0 Content Bundles.
[2023.02.04-09.55.24:825][395]LogWorldPartition: Display: GenerateStreaming started...
[2023.02.04-09.55.24:825][395]LogWorldPartition: Display: GetPartitionedActors started...
[2023.02.04-09.55.24:825][395]LogWorldPartition: Display: GetPartitionedActors took 7 us (total: 1 ms)
[2023.02.04-09.55.24:825][395]LogWorldPartition: Display: GenerateStreaming took 187 us (total: 12 ms)
[2023.02.04-09.55.24:825][395]LogPlayLevel: PlayLevel: No blueprints needed recompiling
[2023.02.04-09.55.24:825][395]PIE: New page: PIE session: VehicleExampleMap (4 févr. 2023 à 11:55:24)
